RowNumber,id,sobrenome,pontuacao_credito,estado_residencia,genero,idade,nivel_estabilidade,saldo_conta,numero_produtos,possui_cartao_de_credito,membro_ativo
177,d1a0c239299571526fcd18d968971c58782fb8a1,bb90fc9b1e112924e45c9f874dee3075d0da55e5,510,SC,F,30,0,0.0,2,1,1
178,cc54fb42b28e995dfd5713c093d68251ebfce843,a91e09837144f9169526c32a69496e39410c19e6,606,PR,M,36,5,190479.48,2,0,0
179,f3316027c3b24d4c298822da0195bf02256d7b3a,31c7f349f12f6a9a9a26a3d3b0784993d538565f,597,RS,F,40,8,101993.12,1,0,1
180,3f0a6f319a46e9607715671a79322969b367e8fe,498d5e5ef81f854c749bcb85717accd4b6f1e665,754,PR,F,55,3,161608.81,1,1,0
181,97ae67fbe12b04007c9212818784e6ca409f57d3,44402a43b2ef55fb6f4f53f2548804df0667e8b1,850,RS,F,45,2,122311.21,1,1,1
182,d4e9f7e4aaa61d97e6250d9448417a5db10498da,7a2d7a856197116c7ed3e98d9582d323a7c7492e,510,SC,M,65,2,0.0,2,1,1
183,6c7917405d22a88b1758db12dcd49d3934df9a29,85565bc4b5bc1c671db9ec7a0c1e8d919c2ecb01,778,PR,F,45,1,162150.42,2,1,0
184,6dfe31bc26995f24c40472b902f31d02eac4dfae,962fa610d1591e170ad753f652ba99806b0197c1,636,SC,M,42,2,0.0,2,1,1
185,3cb1559c16f778a1e2e54b2cbcd7d6bff26156c6,76694caf1a4ff5421e0eea9ab56cc6baf1766c68,804,SC,F,50,4,0.0,1,1,1
186,6c6b09e5b0bf37bf92b7696ffc2a43dcb8589283,868c9f5323309397b8934005f3dddce4fa2193fc,514,SC,M,32,8,0.0,2,1,0
187,f3ea37186813fab88df01bc54d2655aded6e679d,93bace7ba242e9b61f3c36bcd37275a86ac952ba,730,SC,F,39,1,99010.67,1,1,0
188,241cee4540f963ac98ab0ff7f111aeb3a917bb77,51aec2b206aaa1757a3aad3b2665fcb2b170b0b0,525,RS,F,37,0,0.0,1,0,1
189,80ec2fd61c007017d5f271526f78f4846c8ce543,f138755a17a747d4353d24edf983ace7c38ba7b9,616,RS,M,30,5,0.0,2,0,1
190,320f359f382b3f51167dff5da201bd9604df0475,5126134b26f2ef1078ca5e6cf21eb002c8dca866,687,PR,F,34,7,111388.18,2,1,0
191,aaa08875c4cd7c4e0a3b40f317c7ca67eb45de42,660cd0b08ee05483866e36065716fa2c590b384a,715,SC,F,41,8,56214.85,2,0,0
192,e1f75790958c91861803c2a348f9b17a572dff7b,4693463940afaddeca1e3a8b3a3db1605833a042,512,SC,F,36,3,84327.77,2,1,0
193,e28f26d894820b58776eb2db4499177ecc51283b,77920cb5c0efc03e7bba1653a9049a978f78231f,479,SC,M,40,1,0.0,2,0,0
194,140ad26123fbef3bb8a3c9004f300e14c58620f8,6f86c66f37fcede39b1123eb4e596eecb882eb09,601,SC,M,32,8,93012.89,1,1,0
195,426c64e2e4146dda31f61b37b6e6cf94950dea59,4dbc0668a2f1cf889468a455b7bad7e5279c09e6,580,RS,M,29,9,61710.44,2,1,0
196,6da1b334259c077820aeb850902af7603066b0f9,6325b03477e2cceb510df69531a5790e51ebaf3b,807,SC,M,35,3,174790.15,1,1,1
197,996e12bd4a3a75d2d566d20579d08e21076273d7,d6667b010a339fe64685ff72af734cd15be4b5ac,616,RS,F,32,6,0.0,2,1,1
198,59e185ce3c0c9b9df0ba205dce549fdfa54565c9,b5d60b4689040a2f907ca948c15abc4d285795ab,721,PR,M,37,3,107720.64,1,1,1
199,b62dbbc27eaea38d80b5e1ff1ad14679f8d45de0,a2feefe9afbc3d0f6fec53c2b390d4515e363675,501,SC,M,57,10,0.0,2,1,1
200,844e8c84c617874e30bf86fbad391ec6115be85a,857d30ed2110d07e2559fe5659a974e22d897912,521,SC,M,35,6,96423.84,1,1,0
201,0b7cfb7d00374e03d46feaf9987812e1d35e0980,14f8461f9815a08b82e0820fd963119b8a41d9d2,850,RS,M,30,2,141040.01,1,1,1
202,923613db9665e606eaecc4a4a339d0e3ff8db515,ae6248d3c30b2c4b531dc1f152afc16810f64edf,759,SC,M,42,4,105420.18,1,0,1
203,e01e34d34a501e5ac70daba3a054a35826706fb2,53a417796c777851003b3f2431e8eef5625ec15b,516,RS,M,50,5,0.0,1,0,1
204,6ef84787027594da607f121151ac4fc9b4b78d9c,ad1506692c0991cefd4deb8ca24ca197fa42e948,711,SC,F,38,2,129022.06,2,1,1
205,843d65d615bac8a7a93aeef36d495992ea3b5944,b2900c02686cc3ff763ffff780eef7fc9cd4ffff,512,RS,M,33,3,176666.62,1,1,0
206,7830ad9067f7567244988ac5fba7d2b3ca1405f9,e06a991b5a4ba4b177375ba19b4c68e0dbfe516b,550,SC,M,37,3,0.0,1,1,1
207,e48ac3409a905404634b583923275e0332f8c65c,50c854beeb0f6a4e3465b44ab16cd02c9c0bb6b4,608,RS,F,41,3,89763.84,1,0,0
208,dd6bd5aaa6923a0457995f248f8d2292f30641c0,8eac2fbe63afbaced5a6c4b9b6c82b992c916d8b,618,SC,M,34,5,134954.53,1,1,1
209,80ce1152196eeae3e96c6466a547c03eb8ec3166,326b5ce9f2c7decfe4896781f0a9cc335883cf55,643,SC,M,45,5,0.0,1,1,0
210,f2b7d4f9e0462b3af33b3dddd909af8bf4584141,3e47bce03cf7b20e1c0ddd3e9a965ec1ed830ada,671,SC,M,45,2,106376.85,1,0,1
211,1276fe03c2a9edfbf83dfc190abf27f4596da879,c78a0a917651f98b9a0911794522a6f6eb981153,689,PR,M,33,2,161814.64,2,1,0
212,287e1ddbe0c3e8eba937818edacf69b37290baac,133552ebfbcce8310f8920695422699d5256bac9,603,SC,M,31,8,0.0,2,1,1
213,5998776b418d5085178656b77f19fa1e56a49a0a,9c60459d7fc85647d2d2333fb91ec08eefb429b3,620,SC,F,41,9,0.0,2,0,0
214,ea5b0563ea4405312330c405fc27624a15f79272,744943d2425bc781ac16d114c59c536877108250,676,SC,F,34,1,63095.01,1,1,1
215,9ad6147bc0225b2f7e1b74bdcd692688f1a8d323,c08c4aa327a6a7f4e3dd36d35b084dd07059f0ed,572,PR,M,26,4,118287.01,2,0,0
216,bda1dcb97face53d61e3b4dc884692defbba6b17,bc7b81598c9ff1c0984416a8b73382f31c214134,668,PR,M,47,7,106854.21,1,0,1
217,5205b91a104fc08d6fd78b6ec2b1753f550a2050,c7f5c172af24f47c6cb0a83f2f6a414babe940ec,695,SC,M,46,7,49512.55,1,1,0
218,9f81cb7a8f1baf049e947183c7a3dcb5742174ad,9979358d24cc8b2a0805c026596446ed40b41f07,730,RS,F,33,9,0.0,2,0,0
219,b8bc16b0a8cd5ed577c6860f0f3a193d3cd062b2,995851c023e8659fe76e87e03e7b577143f7b58c,807,SC,M,43,1,105799.32,2,1,0
220,f658bb2f52dbfa54e96a9acbe7c615918129c18d,2b550e31c54f928e1dbbd480217114c8c5c61d1e,592,SC,M,54,8,0.0,1,1,1
221,8b3b69672b6b1e316a1cf14399ba6ea16a8eb9e3,1d854fcbe7cdbf28335bc593e3643568a389bd89,726,SC,F,31,9,114722.05,2,1,1
222,417a575514f08499780763bc094b3cb316f93368,760f58705552d42fa8c3be5ba34377556f07fb33,514,RS,M,30,7,0.0,1,0,1
223,6400604706ca0ec8d08f3f5ff564ab6bbdaf994d,7c6b3ff65ddb334a755e4b07922275ffb0d3ac8a,567,SC,M,42,2,0.0,2,1,1
224,9e4a12c35c59a0b2eb4580aa3f7ef134305c647f,b608092219719b058bcaf5c5f8523be8e61f18c7,850,SC,M,33,10,0.0,1,1,0
225,984202021f1b2c5cd541971f92aabd35487cd142,b7255aa492e4a9eb633d01332c273270b41d7ef1,671,PR,M,45,6,99564.22,1,1,1
226,9e44bc57f10e058448ed64931513f9e50d638a54,04aa6f7d97ea476aede875ced69887d9af00a2f3,670,SC,M,37,4,170557.91,2,1,0
227,1fc4f0ec5e6862e921c5636eeb871323f839bf4b,699c1987576d9c65b4ec639b9c9d83de7122163c,694,SC,F,30,9,0.0,2,1,1
228,937ce0a031c02c131ecc46c49d7c89fb605265b9,6256fdcfb7e94c81237e9f42a148dc4fb3148bdf,547,PR,F,39,6,74596.15,3,1,1
229,2216614499ade2a6e32bdcf4866aae9c14c199f8,2104528adbe01c66202a31e8f72ec4d440aee31d,751,PR,M,50,2,96888.39,1,1,0
230,416f8139531fe3fd7cb2599f678dd1a8b912da69,cbede02e8c227684972ab1467409d98c0d0d5a5d,594,PR,F,29,3,130830.22,1,1,0
231,47fd264a5bd319060433afc3bd92e31cda3e7278,10726b6d4dbaa8abafada1c68a2b953c4f0974b5,673,SC,M,72,1,0.0,2,0,1
232,306347bfd16c0564bb7168d53a15bd63b3fc4c3d,dfcd49cc72ad5d68f8f829e6fd24d1e81bb56f53,610,SC,M,40,0,0.0,2,1,0
233,42a4ff61485f55f137ea9446c674d0f1b6eaa26d,91dbe85f9de3bb298095702a492505e11858e1c9,512,SC,F,37,1,0.0,2,0,1
234,b16799a38fa50ddfb9b1a4a7ceaa9df7e03a6668,984dcb1b2c643aa3540bcafc048f1675811a2a68,767,PR,M,20,3,119714.25,2,0,1
235,0367e245dde1f514f80ff47ab76753df094c9cc5,96bcf8c98f94b6ace4a4b716cf0e3b32743a08b1,585,SC,F,67,5,113978.97,2,0,1
236,d90a8b5d1538a257776bf265b9c756a2be9592df,2833f29413317ec052ebc3a5abd4e39b4c60d378,763,PR,M,42,6,100160.75,1,1,0
237,8aaf63dae59dc00fb4bf2f03324525ddf26b2070,34bf5c0dd70b3022265f3c204de22e34ff5613a9,712,SC,F,29,2,0.0,1,1,1
238,35b1ce2bc22ce5bb72329d7d4fcd3fa36f0566f9,ace467b1afa5a115e5beda14cfd81ba9d2dbf8e9,539,PR,F,43,3,116220.5,3,1,0
239,6180c0aecb9d1d553bdf6ec4f6dfcec94d7523ac,cb550b8cc32dc478ed1357e0eff7f21296eca44c,668,SC,F,46,2,0.0,3,1,0
240,b82321ca96e939c06d28278c5443eb076a7e2c2b,5f2e5653960ee507fa97e1dfb9b9a56aed014adf,703,SC,M,28,2,81173.83,2,0,1
241,49218dc88b0d10026d8131631f28761cbba59024,c02329c48f348eb633688f33c499b18b31dcb947,662,RS,M,38,4,0.0,2,1,0
242,f4e0fd17565a0f1f00849e02e48496248edde4c3,6d4696f3893f69f2353de08c384a064fe920753b,725,PR,F,39,5,116803.8,1,1,0
243,8718c23c4b92511acfd5769d33ce855602e30289,56301803f68e16d396a5b63bcc320823295a8bba,703,SC,M,37,8,105961.68,2,0,1
244,8f46f5e3531c6c130a360b800b13eaaa51801664,e64aa8a2295c1f15a3e255cea99bccbba8cfa34b,659,PR,M,67,6,117411.6,1,1,1
245,18f6a02be389b08fa5edeb698ce2d1adb78bdcfb,2de690d615d74097f7d0ecd9d481336da3735577,523,RS,M,34,7,0.0,2,1,0
246,edab1b294352404e55034284d7fd67ce15f5f53c,a5d077e2d5f0067784d10b497e51a1843cacc4d7,635,SC,F,40,10,123497.58,1,1,0
247,d276465b60a2d56d1273c7b370618d8abdb8d696,f83431b0b6812a398ed8cddf1ff1f39f6bddf6f0,772,PR,M,26,7,152400.51,2,1,0
248,99dfe092aaf7175d2e6649d56b4299dc794ac0f7,669d70abe7078d76ed5d14c0bbbc2dc98763bee7,545,SC,F,26,1,0.0,2,1,1
249,61aa326a520a1275c8d8a36deef6cb2fa955f2f4,7c1430894f388d0f431859f4bc792890d860577e,634,PR,M,24,8,103097.85,1,1,1
250,aeb251fdc2f3ec1a253b5e7ea7ce53c244ab5bc3,0cff41777d6e82da6dc7a33d8d5be84c36440d3f,739,PR,M,54,8,126418.14,1,1,0
251,070e3ee71bd467f6d55772935625585746956d9f,524c9c608a8cb8faefc80d1fa7f7c5936028dbbe,771,PR,F,36,5,77846.9,1,0,0
252,b52c9412aa03ee5ac03685ee2e1fc8a78e10d977,378bec792da8e795b8ab17588de39b39ac5363c8,587,RS,F,34,1,0.0,2,1,1
253,34acd0014064e4dfe6947ae22a9ccff822b600a8,0c8a041c988ea50607ba48db31db70890f9f3389,681,SC,F,79,0,0.0,2,0,1
254,0c630edc4393a3fdd6527b2ee740461908b02542,e06a991b5a4ba4b177375ba19b4c68e0dbfe516b,544,PR,M,37,2,79731.91,1,1,1
255,4b8754e1040efd3e0858f637726922b4633ee638,048a7cd8ae5b0cfdb71de9049aef2df70e0cdb97,696,RS,M,28,8,0.0,1,0,0
256,1880e6dbf9312516a42f69aa46cbf05c2b2384f0,30ca9938c79d4c94bc2d97e342af28437db103f5,766,RS,M,41,0,0.0,2,0,1
257,a0d44f2d572309a2ce4f2fa61ecedba60e08f239,ec90f60daa2d123a712361ee23d5a75bf8b9e145,727,SC,M,34,10,0.0,2,1,1
258,7d964f8c661167f13815c7b13bfcfa398e8a5a59,51ad0eae3f66ecd3c72bfac9373650513d6f6603,671,PR,F,34,6,37266.67,2,0,0
259,4c56a336b0341c601bf8d9f78bdf94baedf3d814,9f2e533e2d521d3c09c7023a0936fca4fddb2134,693,SC,F,30,6,127992.25,1,1,1
260,bc082ef10e2079d0c1c0742a58638deb20bc0c48,5c4ed510fef54a63a2211ca47d5c82736de69418,850,PR,M,38,3,54901.01,1,1,1
261,7fca6f10c4a136f48fa5fe17b50fac303c6ad930,166647fe8ae175098f57eaa398365747de7ae75d,732,PR,M,42,9,108748.08,2,1,1
262,5da961d2665c5afe12226e01d2f94f3b9a63b0c8,6274101bf1b9e8183241d8d7934e3fef6adda78a,726,RS,F,48,6,99906.19,1,1,0
263,96f7971412969ca504a2a3ebdfe6c2f71158f554,7435c94f3e0f11a7eea3d138af2cadf327024516,557,SC,F,32,6,184686.41,2,1,0
264,de8aab7d7558e000f3dc5b931b1eb30bf989e216,c3c1ea16b5885dea6266b35c14f39b9f07aa6e07,682,SC,F,26,0,110654.02,1,0,1
265,0b4333fc63dfc3a7aa11e1be2872fe8d3b0188ca,d22bd05f52969098724562f23c8532ae2f570cbe,738,RS,M,31,9,79019.8,1,1,1
266,5c09019cb28dede2f5344ad5012ec4219bc8ff26,d216099157c55203e37bd8e4f9d807400217433b,531,RS,F,36,9,99240.51,1,1,0
267,a3d1f60478ef3dfa0d3e19f2f2f4019325ceda47,0b305bfc990853682ad5e51f2dd4dcb736b7f0fc,498,SC,M,34,2,0.0,2,1,1
268,fe177fe128c33e9e1d3bac99a6486f7aff1a5eda,9a5b2c87e8eb60f2692c28bde686b0a7661f3232,651,SC,M,36,7,0.0,2,1,0
269,9cb2393ec2539c3966913f8acce0a28cd5b8e5a6,d0611ba1eb54439d9cdea378af48d65398260b9b,549,RS,F,39,7,0.0,1,0,0
270,328a5a2e0026f9b231c0fdfea92a9d537588dee9,06072833619a160676db93bf45a8c3a113307fff,791,PR,F,35,7,52436.2,1,1,0
271,95d092d05a81e4e5571e988631bcd4823ca3df18,4120c00b0dea84aed789f37ab604a89f94a53d8d,650,RS,M,41,9,0.0,2,0,1
272,5bd767cf0594da6d54c6f99b60deaf830b7a38f8,d460985cad6dfb08ebc3e34d1954ee315722c836,733,PR,M,34,3,100337.96,3,1,0
273,223890d18faf806f80331f6ed387ed545dea6973,b666176ec3fa36d34fcc5bc9fd30790bee56a867,811,PR,F,34,1,149297.19,2,1,1
274,4dd7b13aa8a7c567c56f985f2aee0a7f75732bf3,006b8c5903d21c1d960e20b6c54711c1584275fd,707,SC,M,30,8,0.0,2,1,0
275,35cc656a5b4640e0cbb64747b7d5b7730aae38eb,5b922e3ef535b968ad2aee034b9b2b76e15af6a3,712,PR,M,28,4,145605.44,1,0,1
276,161f62907cc53ee64807c473828518314c574bff,3f6190c45ef42b96994805c591e260c6e33527e3,706,RS,F,37,7,0.0,2,1,1
277,b53e7bf29bb6fce24c10f7a167f8b11caf4a57ff,4cf86baf0750430e4de57f4ec97cee5bc97da430,756,SC,M,62,3,0.0,1,1,1
278,76cfd5398a9d54df221647fa1218c95874f7a2f7,2c32fc0b501314f236916bf9009f58b054e4c9eb,777,SC,F,53,10,0.0,2,1,0
279,049ab7eb104d9b6a88bf49a9e3c51f591a65196a,cef92e8d1c84bbaa35ce6fb2942b26bc98d92c2c,646,SC,M,35,6,84026.86,1,0,1
280,b863421c8843f742a9b4e5b51e8e7633a7c5e4b7,453ffd27f7e8ccfa5d21beaeb476d8a11bdcfcfa,714,SC,M,46,1,0.0,1,1,0
281,a42599b6c05b11d3b41116a0e79f474f00801818,c8c7b4354477b5e9bc719779bfb1e5aec3de80f3,782,SC,M,39,8,0.0,2,1,1
282,f8234335630afac9e1b11e6caa056f3398cc1538,19df8dc5125a00f6984ae0969c40f70b9a29d614,775,RS,M,29,10,0.0,2,1,1
283,37606dce3e839e55272bdbde83bfd9e3e7b32ad7,3b2d0d8ea145c20974a500f40937ef7e0627186a,479,PR,M,35,4,138718.92,1,1,1
284,79516cd2976e5d9cb672288364fc3ef4622797e6,699c1987576d9c65b4ec639b9c9d83de7122163c,807,SC,M,42,7,118274.71,1,1,1
285,13aea67f40c6f33a28e39e3b51a154b94d03fd87,c98e1b9e883a33706f5561438bac16e62ab63fc2,799,SC,F,22,8,174185.98,2,0,1
286,1dc26355506b5639b122ccfbd2d8ec7c836ab7c3,a596384ca70664af4c5fac9f935cff186b8e8bc0,675,SC,M,40,7,113208.86,2,1,0
287,8dbd820bd3a6a74b76fa6a2778340f9289ff6cda,d22bd05f52969098724562f23c8532ae2f570cbe,602,RS,M,29,5,103907.28,1,1,0
288,8c677b5cb63d18e328859574c52f702bb165f7a7,924a72fb0d23ffc3340740400ca87fea099d0599,475,SC,F,32,8,119023.28,1,1,0
289,9322cde81ed11652de3ef6846bdb2c316254b0c0,57ed3b3f7cf59a1d79a27533126aca3f0c1c8877,744,RS,F,26,5,166297.89,1,1,1
290,3301d9f96e33ff2669c509f010f2303da9a1a30d,186d72236d10d2bb741494b12f3ee5f8a7f41e21,588,RS,M,34,10,0.0,2,1,0
291,5bce43216f9d858f694676df72c592ccfa828240,a0a8f648bc6f838f640223de1d1dacaf04eba599,703,PR,M,42,9,63227.0,1,0,1
292,e1956f0ecb15dc563cf3b7d81e38e52371748134,bf85cd6726e5995f55de4e9faf4360eb81e9a186,747,RS,F,41,5,94521.17,2,1,0
293,b226fc85bfa635fab9affe0666ca0a1171259f5a,8ca32e6f2cb9a00f8c14723cb0a130f9092dd75d,583,SC,M,27,7,0.0,2,1,0
294,bb2dd1ee9903a44324a46ebe910f8a5833d0d286,3f415ee56f0687b400a3af337ff4ca36adf3906e,750,RS,F,34,9,112822.26,1,0,0
295,3a63212fe9a7b623ea6f396838be10b8e54e4b2c,cccae0b6c2b1322106d0ae3cd9071cc71a3665ce,681,SC,M,38,3,0.0,2,1,1
296,619fc4a6328a6acc8da5d501fe744a0cf38f4ccc,6d4696f3893f69f2353de08c384a064fe920753b,773,SC,M,25,2,135903.33,1,1,0
297,60134c1acdee1ffc5c3848fc171281e5608c16ac,a6ea77f3c06e041ece8cf91618a8782535334762,714,SC,F,31,4,125169.26,1,1,1
298,c076da02d4261811f5dafe987bc846f050086565,868c9f5323309397b8934005f3dddce4fa2193fc,687,RS,F,44,7,0.0,3,1,0
299,46b87ba74a6f8e38b2c27a8ca93173845942e3f2,9b616394a7d221a125aba2abf2a86be0466505d9,511,SC,M,58,0,149117.31,1,1,1
300,0116badc579e0ef010f7f11b147863b4d027a242,44389f6a466eaabf5c1db729e369511134e2b03b,627,SC,M,33,5,0.0,2,1,1
301,7b402364251b14ab1bf8406b6db60e61738db945,9f8b8054bea79395fb89a6927a2f8f5866c326a7,694,SC,F,31,10,0.0,2,1,0
302,c05bdd1ef54d6bf44780ac246a1254d5e2c2a238,3ad24ecedb890ed57624162a765cc3b8274c5417,616,RS,F,36,6,132311.71,1,0,0
303,f21394caae2d34e41f0c94d2f57c1c48282c5b2e,f06aea3ee020e613acd77fec321985de6e9c9107,687,SC,M,35,8,0.0,2,1,0
304,9f00bc91073906d27547c2845f27856f140bd9d0,7f12e9e70a0e05906ac3c74ae72ab5290f3f99cf,712,SC,F,33,6,0.0,2,1,1
305,0fb8a5b5a7bbf5bd8464e0466c656f0ba8aee7ee,a2e23b3ebb4145fae89db4f9725216623da67548,553,SC,M,33,4,118082.89,1,0,0
306,cbade7332bafafb46a0339586ceee9ac1e27a88d,f866b6d94cca56229dbd82cd3853497f76a42202,667,SC,M,31,1,119266.69,1,1,1
307,09c670cf091a01e248c48e66f320b333cde85772,683ff192be9320a2cd9fc0d34348bd46ae3557bb,731,SC,M,43,2,0.0,1,1,1
308,dc1eb88a8e942ec463007914f155cf5f38dd476c,995851c023e8659fe76e87e03e7b577143f7b58c,629,PR,M,35,7,156847.29,2,1,0
309,73cee8bd2acf6d1c35b567c078d8cd75e69fa8f6,8ef7118c10a2a818315410800c60b3738c7d1011,614,SC,M,50,4,137104.47,1,1,0
310,f8f3bd8b5962d76e07c03ae554a68833ace97ac8,f399823addd3e8f8846ca35104d383d5192c926e,438,PR,M,31,8,78398.69,1,1,0
311,1e8e1b4efcc58c54216f4758d0b83b3e8a3d1474,cad0aba52bda9f5e7241dc3b749f929574c12ce2,652,SC,F,80,4,0.0,2,1,1
312,def0e0c5f932b47d88f1c51bc32652e6e61afda9,8eac2fbe63afbaced5a6c4b9b6c82b992c916d8b,729,PR,M,30,6,63669.42,1,1,0
313,5203e64c7f68db1a530b2a4c1317bc8696e12cb7,18b540adb328628a155dc332cc2db2582054d83c,642,SC,M,38,3,0.0,2,0,0
314,eb1d44bad3c47fa7cd161fcac9b53f25103acdb5,6c773d2762e5cf4018eb31558ba8482792281cea,806,PR,F,59,0,135296.33,1,1,0
315,23be3be9dec465a9a557f44f088035e8d60809c5,4dc44df90a17ee866b75980bb82f20db514f03b1,744,RS,M,36,2,153804.44,1,1,1
316,91a8f2e98219dea77de9a037f2110dfe243d153c,024e84c9405fa18d0070cbf46fa07145d1316bbd,474,RS,M,37,3,0.0,2,0,0
317,60a20bbb900b473366cfa9261aa3d8c23f980620,f399823addd3e8f8846ca35104d383d5192c926e,559,SC,M,49,2,147069.78,1,1,0
318,1617b84c9b3170fd6638fe37ba4b73245bf619af,8e72f5dd9c421a2037bf630ab9695d79be18c61f,706,RS,M,42,9,0.0,2,1,1
319,b80c04a233bb6b26e445d44d5a7ae4fee4048aaf,a5f1a3129dedaa50c7c47a1285a74dcd18b43409,628,RS,F,22,3,0.0,1,1,0
320,97c11ec68423be7c984e10c7f90461798bf59c2a,be1e1f9dc5cb9429d6196412c75c8c162bc551b7,429,SC,M,24,4,95741.75,1,1,0
321,e5f7ab267f72791248571ca51f36fdb8bc39c49d,b6c33e69642fc217787cdb3088435fa180d7019f,525,RS,F,57,2,145965.33,1,1,1
322,4e91e3714a8ae98a4ec7fa604d0f94cd11328c0c,9d8ba33616f130088a375f056b885773e2835052,680,SC,F,30,8,141441.75,1,1,1
323,ad50afd1702d94fe11105ea9af3d62370ff6589f,a5de086f644b9f14de877da69c3ca0655bc58163,749,SC,M,40,1,139290.41,1,1,0
324,2e424a3acc3a25f3a8610c0f1bbfd324d2f534f3,e086fb72d50e44deef92e7f1f5e8ff1a1c896950,763,SC,F,31,4,0.0,2,0,0
325,f90bcfb70eaf706c78e9083f5e1200c4cb093192,65032a0123a901a59f0613b350e374cde2e1b2e2,734,SC,M,30,3,0.0,2,1,0
326,3b8fdd3edb1a905174e4b199a83bde485f37bf4b,cfa9a401b0f24ca628c5837e80bf0a65a79db592,716,SC,M,35,4,144428.87,1,1,0
327,04824802d8d29b746fc07b29b681c7bfc5c1c810,2ad0c93dcf651c0afe5e5aa7a8778f7c3ec5769e,594,SC,M,35,2,0.0,2,1,0
328,590baa8c115a96b1eb5f287a3579ca0c74444be9,147847d73ee819cfcbfaf4e907ce7370654b8248,644,SC,F,46,9,95441.27,1,1,0
329,12c6870e5508dee5846e081d946e4cd1359e917e,697d5c64508e2b035de87261dcaeac4c6b46c149,671,PR,M,35,1,144848.74,1,1,1
330,12ad17fa14faf3f301ebce3baf3a15a43da9d99f,b6a02f79569b963b8d6d631047f51c9726ad0ed4,664,PR,M,26,7,116244.14,2,1,1
331,7e34dbbcefd1f55edfd402548a8f2e848df50afa,911fbb65335023a0800e5bf4a2dcc3ff13b2f9e3,656,SC,M,50,7,0.0,2,0,1
332,1c454307b4d173d708de17d006d73e2bf6f0a83e,873a57079c160b4b223f1e5abda97056707454e7,667,RS,F,40,1,146502.07,1,1,0
333,be78531f8a608feffac4e1e47ef7a3746a1d5de7,4df8ef38cdd35501e12ba2072275e509bd1c6e97,663,PR,M,44,2,117028.6,2,0,1
334,53a2ca2d2744a59f515d15b7811ff34d85d1e507,6ce6d68d5700dfe3dcc7f316e200bc857f47c7be,584,PR,F,30,8,112013.81,1,1,0
335,a5e3927ca16e1fa524582723159fa5371119c807,987b9ced08d4ac5d11d286ca4b54b99a4f69164b,626,RS,F,37,6,108269.37,1,1,0
336,2385091e6d85cab909d9a59c5027dbc09abfc219,f044e7b71bbd1b660cd0bffdef201a366e9b4f66,485,SC,M,29,7,182123.79,1,1,0
337,a41da241cf99d41a1b7dd9d18ccea1c5824d55e6,6d4696f3893f69f2353de08c384a064fe920753b,659,PR,F,32,3,150923.74,2,0,1
338,0c888d05211f29a7dc221a917623a6ee09702163,69558227b8190e8dfdf8d35f12c5286dde130a65,649,SC,M,33,2,0.0,2,1,0
339,429dc4bc0536c26ec77f765323f7a905e14569ce,47598cb8adb8c68054605be0396648931b7194a5,805,RS,F,39,5,165272.13,1,1,0
340,7e7201f3880978dea940012de1277e18af003139,190ad954707e053c18af1de13a140cb70a6ff58c,716,PR,F,39,10,115301.31,1,1,0
341,7f532218ebd815a026f93509d830c676bee3d2c9,d3d1e3b9a8adac29b0828830a7b9051009ed1e4f,642,PR,F,40,6,129502.49,2,0,1
342,6db4eb8347c597e501ac1a5794483e27ba32491d,a6ea77f3c06e041ece8cf91618a8782535334762,659,SC,M,31,4,118342.26,1,0,0
343,91bca26f67c9e775fa2b5fc81b8638583f21b7f7,086689e0b99fe5db75f352ecdff5a7e1eafd6ca3,545,RS,F,47,5,0.0,2,1,1
344,d04bcb8aa64f0543b271ea4840fdfd22451bf26a,37619fc13053f82b7cb7da3d24ceb1598ab6d05c,543,SC,M,22,8,0.0,2,0,0
345,cfcfa57e3d11ba032bc50c2ab6cfbc217cd01ec9,95330bf83ae7c9bce92bc4fc5a560816b49a8a01,718,SC,F,25,7,0.0,2,1,0
346,62e438b4ab47f037b9f3fce97b2478933b33304f,3a47350b7d7cb691a01ccff5ad5d3aca87290c28,840,SC,F,43,7,0.0,2,1,0
347,c48cf1da88b3dbb7a60420e0787b0a14283b52b1,dfcd49cc72ad5d68f8f829e6fd24d1e81bb56f53,630,PR,F,34,9,106937.05,2,1,0
348,c418558f6615fe7efe380e5e6033d2a0214141ae,f28b96c8f0039a59dd02b57e3603ae6ee78f9e5c,643,PR,M,59,3,170331.37,1,1,1
349,1fa4410887109fdef29081f9b879deeb482ad689,b21e2d21cb41ff183e737f3e772ae6eef79dd54b,654,PR,F,32,1,114510.85,1,1,1
350,7d6590ce0a70c8cace41468271b557be544074ce,c12e6c83a6f874836385a29c3727e017ca0fbf6c,582,SC,M,39,5,0.0,2,1,1
351,7febd65a4c82d22638fa8176e78c89e3f995bdba,bd4583b61c3c81da4144e121d8f6ba050010f199,659,RS,M,32,3,107594.11,2,1,1
352,25bf4f0b593e3f69c973096fab7826b592ce9749,995851c023e8659fe76e87e03e7b577143f7b58c,762,RS,M,39,2,81273.13,1,1,1
353,874331d0e28947b1a995189e47db288e3a6407e9,1f688723c79c022e51624d5967f22d8b4d87d25f,568,RS,F,32,7,169399.6,1,1,0
354,bbdd915f3f39b64a33ea13c39157c0853e5c803a,7548ab52c3d1d595240379937e08f3e95c072312,670,RS,M,25,6,0.0,2,1,1
